# hostmass phase wavelength flux
0.000000 -7.000000 4730.000000 0.150313
0.000000 -7.000000 4740.000000 0.146883
0.000000 -7.000000 4750.000000 0.148970
0.000000 -7.000000 4760.000000 0.146862
0.000000 -7.000000 4770.000000 0.160492
0.000000 -7.000000 4780.000000 0.162268
0.000000 -7.000000 4790.000000 0.161899
0.000000 -7.000000 4800.000000 0.153670
0.000000 -7.000000 4810.000000 0.141136
0.000000 -7.000000 4820.000000 0.131252
0.000000 -7.000000 4830.000000 0.125528
0.000000 -7.000000 4840.000000 0.114744
0.000000 -7.000000 4850.000000 0.119334
0.000000 -7.000000 4860.000000 0.128714
0.000000 -7.000000 4870.000000 0.131309
0.000000 -7.000000 4880.000000 0.141841
0.000000 -7.000000 4890.000000 0.156406
0.000000 -7.000000 4900.000000 0.177732
0.000000 -7.000000 4910.000000 0.188615
0.000000 -7.000000 4920.000000 0.191183
0.000000 -7.000000 4930.000000 0.194402
0.000000 -7.000000 4940.000000 0.195021
0.000000 -7.000000 4950.000000 0.194484
0.000000 -7.000000 4960.000000 0.185823
0.000000 -7.000000 4970.000000 0.178679
0.000000 -7.000000 4980.000000 0.176275
0.000000 -7.000000 4990.000000 0.171266
0.000000 -7.000000 5000.000000 0.169821
0.000000 -7.000000 5010.000000 0.172039
0.000000 -7.000000 5020.000000 0.163219
0.000000 -7.000000 5030.000000 0.155240
0.000000 -7.000000 5040.000000 0.150368
0.000000 -7.000000 5050.000000 0.151546
0.000000 -7.000000 5060.000000 0.143967
0.000000 -7.000000 5070.000000 0.144183
0.000000 -7.000000 5080.000000 0.141828
0.000000 -7.000000 5090.000000 0.139966
0.000000 -7.000000 5100.000000 0.129719
0.000000 -7.000000 5110.000000 0.113855
0.000000 -7.000000 5120.000000 0.105193
0.000000 -7.000000 5130.000000 0.093839
0.000000 -7.000000 5140.000000 0.084100
0.000000 -7.000000 5150.000000 0.087820
0.000000 -7.000000 5160.000000 0.084792
0.000000 -7.000000 5170.000000 0.085924
0.000000 -7.000000 5180.000000 0.078272
0.000000 -7.000000 5190.000000 0.069681
0.000000 -7.000000 5200.000000 0.064433
0.000000 -7.000000 5210.000000 0.046185
0.000000 -7.000000 5220.000000 0.038757
0.000000 -7.000000 5230.000000 0.021454
0.000000 -7.000000 5240.000000 0.014006
0.000000 -7.000000 5250.000000 0.009004
0.000000 -7.000000 5260.000000 0.010118
0.000000 -7.000000 5270.000000 0.016485
0.000000 -7.000000 5280.000000 0.010899
0.000000 -7.000000 5290.000000 0.018378
0.000000 -7.000000 5300.000000 0.019666
0.000000 -7.000000 5310.000000 0.022959
0.000000 -7.000000 5320.000000 0.025522
0.000000 -7.000000 5330.000000 0.024683
0.000000 -7.000000 5340.000000 0.033021
0.000000 -7.000000 5350.000000 0.034056
0.000000 -7.000000 5360.000000 0.030703
0.000000 -7.000000 5370.000000 0.024923
0.000000 -7.000000 5380.000000 0.027764
0.000000 -7.000000 5390.000000 0.029278
0.000000 -7.000000 5400.000000 0.012934
0.000000 -7.000000 5410.000000 0.007229
0.000000 -7.000000 5420.000000 -0.000778
0.000000 -7.000000 5430.000000 -0.004579
0.000000 -7.000000 5440.000000 -0.004043
0.000000 -7.000000 5450.000000 -0.013668
0.000000 -7.000000 5460.000000 -0.003518
0.000000 -7.000000 5470.000000 0.014284
0.000000 -7.000000 5480.000000 0.024744
0.000000 -7.000000 5490.000000 0.030746
0.000000 -7.000000 5500.000000 0.040625
0.000000 -7.000000 5510.000000 0.056868
0.000000 -7.000000 5520.000000 0.026867
0.000000 -7.000000 5530.000000 0.024864
0.000000 -7.000000 5540.000000 0.019209
0.000000 -7.000000 5550.000000 0.015995
0.000000 -7.000000 5560.000000 0.016500
0.000000 -7.000000 5570.000000 0.022741
0.000000 -7.000000 5580.000000 0.026616
0.000000 -7.000000 5590.000000 0.031244
0.000000 -7.000000 5600.000000 0.024544
0.000000 -7.000000 5610.000000 0.024178
0.000000 -7.000000 5620.000000 0.023666
0.000000 -7.000000 5630.000000 0.018746
0.000000 -7.000000 5640.000000 0.017749
0.000000 -7.000000 5650.000000 0.018801
0.000000 -7.000000 5660.000000 0.020318
0.000000 -7.000000 5670.000000 0.020733
0.000000 -7.000000 5680.000000 0.022079
0.000000 -7.000000 5690.000000 0.030962
0.000000 -7.000000 5700.000000 0.033577
0.000000 -7.000000 5710.000000 0.024310
0.000000 -7.000000 5720.000000 0.015658
0.000000 -7.000000 5730.000000 0.014672
0.000000 -7.000000 5740.000000 0.010775
0.000000 -7.000000 5750.000000 0.003325
0.000000 -7.000000 5760.000000 0.001681
0.000000 -7.000000 5770.000000 0.019184
0.000000 -7.000000 5780.000000 0.013796
0.000000 -7.000000 5790.000000 0.016919
0.000000 -7.000000 5800.000000 0.019748
0.000000 -7.000000 5810.000000 0.024229
0.000000 -7.000000 5820.000000 0.020265
0.000000 -7.000000 5830.000000 0.017969
0.000000 -7.000000 5840.000000 0.017182
0.000000 -7.000000 5850.000000 0.021040
0.000000 -7.000000 5860.000000 0.021411
0.000000 -7.000000 5870.000000 0.024930
0.000000 -7.000000 5880.000000 0.019864
0.000000 -7.000000 5890.000000 -0.009986
0.000000 -7.000000 5900.000000 0.001426
0.000000 -7.000000 5910.000000 0.002639
0.000000 -7.000000 5920.000000 -0.010876
0.000000 -7.000000 5930.000000 -0.006783
0.000000 -7.000000 5940.000000 -0.010517
0.000000 -7.000000 5950.000000 -0.018248
0.000000 -7.000000 5960.000000 -0.027486
0.000000 -7.000000 5970.000000 -0.037821
0.000000 -7.000000 5980.000000 -0.042588
0.000000 -7.000000 5990.000000 -0.059793
0.000000 -7.000000 6000.000000 -0.057629
0.000000 -7.000000 6010.000000 -0.068378
0.000000 -7.000000 6020.000000 -0.074277
0.000000 -7.000000 6030.000000 -0.072559
0.000000 -7.000000 6040.000000 -0.079637
0.000000 -7.000000 6050.000000 -0.073418
0.000000 -7.000000 6060.000000 -0.085674
0.000000 -7.000000 6070.000000 -0.092481
0.000000 -7.000000 6080.000000 -0.108829
0.000000 -7.000000 6090.000000 -0.115344
0.000000 -7.000000 6100.000000 -0.117561
0.000000 -7.000000 6110.000000 -0.118089
0.000000 -7.000000 6120.000000 -0.112287
0.000000 -7.000000 6130.000000 -0.107046
0.000000 -7.000000 6140.000000 -0.096194
0.000000 -7.000000 6150.000000 -0.062850
0.000000 -7.000000 6160.000000 -0.054398
0.000000 -7.000000 6170.000000 -0.044911
0.000000 -7.000000 6180.000000 -0.020349
0.000000 -7.000000 6190.000000 -0.018770
0.000000 -7.000000 6200.000000 -0.005400
0.000000 -7.000000 6210.000000 0.017675
0.000000 -7.000000 6220.000000 0.034770
0.000000 -7.000000 6230.000000 0.038546
0.000000 -7.000000 6240.000000 0.049911
0.000000 -7.000000 6250.000000 0.055035
0.000000 -7.000000 6260.000000 0.062018
0.000000 -7.000000 6270.000000 0.066006
0.000000 -7.000000 6280.000000 0.072327
0.000000 -7.000000 6290.000000 0.064014
0.000000 -7.000000 6300.000000 0.060842
0.000000 -7.000000 6310.000000 0.052723
0.000000 -7.000000 6320.000000 0.047073
0.000000 -7.000000 6330.000000 0.042568
0.000000 -7.000000 6340.000000 0.034348
0.000000 -7.000000 6350.000000 0.022656
0.000000 -7.000000 6360.000000 0.014219
0.000000 -7.000000 6370.000000 0.015887
0.000000 -7.000000 6380.000000 0.019434
0.000000 -7.000000 6390.000000 0.014357
0.000000 -7.000000 6400.000000 0.022716
0.000000 -7.000000 6410.000000 0.018656
0.000000 -7.000000 6420.000000 0.020795
0.000000 -7.000000 6430.000000 0.015344
0.000000 -7.000000 6440.000000 0.029656
0.000000 -7.000000 6450.000000 0.022419
0.000000 -7.000000 6460.000000 0.025340
0.000000 -7.000000 6470.000000 0.027282
0.000000 -7.000000 6480.000000 0.032937
0.000000 -7.000000 6490.000000 0.032994
0.000000 -7.000000 6500.000000 0.028701
0.000000 -7.000000 6510.000000 0.034835
0.000000 -7.000000 6520.000000 0.034780
0.000000 -7.000000 6530.000000 0.035647
0.000000 -7.000000 6540.000000 0.030603
0.000000 -7.000000 6550.000000 0.034206
0.000000 -7.000000 6560.000000 0.028671
0.000000 -7.000000 6570.000000 0.024717
0.000000 -7.000000 6580.000000 0.031651
0.000000 -7.000000 6590.000000 0.034211
0.000000 -7.000000 6600.000000 0.034799
0.000000 -7.000000 6610.000000 0.034999
0.000000 -7.000000 6620.000000 0.043749
0.000000 -7.000000 6630.000000 0.044870
0.000000 -7.000000 6640.000000 0.040845
0.000000 -7.000000 6650.000000 0.044119
0.000000 -7.000000 6660.000000 0.043008
0.000000 -7.000000 6670.000000 0.045044
0.000000 -7.000000 6680.000000 0.040920
0.000000 -7.000000 6690.000000 0.046977
0.000000 -7.000000 6700.000000 0.040023
0.000000 -7.000000 6710.000000 0.034604
0.000000 -7.000000 6720.000000 0.029072
0.000000 -7.000000 6730.000000 0.025872
0.000000 -7.000000 6740.000000 0.032480
0.000000 -7.000000 6750.000000 0.022538
0.000000 -7.000000 6760.000000 0.024558
0.000000 -7.000000 6770.000000 0.023824
0.000000 -7.000000 6780.000000 0.032698
0.000000 -7.000000 6790.000000 0.025000
0.000000 -7.000000 6800.000000 0.026624
0.000000 -7.000000 6810.000000 0.022321
0.000000 -7.000000 6820.000000 0.024388
0.000000 -7.000000 6830.000000 0.028484
0.000000 -7.000000 6840.000000 0.024982
0.000000 -7.000000 6850.000000 0.028411
0.000000 -7.000000 6860.000000 0.015476
0.000000 -7.000000 6870.000000 0.018931
0.000000 -7.000000 6880.000000 0.018756
0.000000 -7.000000 6890.000000 0.018117
0.000000 -7.000000 6900.000000 0.011546
0.000000 -7.000000 6910.000000 0.012801
0.000000 -7.000000 6920.000000 0.010386
0.000000 -7.000000 6930.000000 0.010310
0.000000 -7.000000 6940.000000 0.016627
0.000000 -7.000000 6950.000000 0.011607
0.000000 -7.000000 6960.000000 0.008913
0.000000 -7.000000 6970.000000 0.007032
0.000000 -7.000000 6980.000000 0.003423
0.000000 -7.000000 6990.000000 0.004150
0.000000 -7.000000 7000.000000 0.004098
0.000000 -7.000000 7010.000000 0.008124
0.000000 -7.000000 7020.000000 0.001961
0.000000 -7.000000 7030.000000 0.002684
0.000000 -7.000000 7040.000000 0.004471
0.000000 -7.000000 7050.000000 0.002077
0.000000 -7.000000 7060.000000 0.004602
0.000000 -7.000000 7070.000000 0.013779
0.000000 -7.000000 7080.000000 0.013066
0.000000 -7.000000 7090.000000 0.022951
0.000000 -7.000000 7100.000000 0.025446
0.000000 -7.000000 7110.000000 0.023949
0.000000 -7.000000 7120.000000 0.027417
0.000000 -7.000000 7130.000000 0.026312
0.000000 -7.000000 7140.000000 0.028559
0.000000 -7.000000 7150.000000 0.051733
0.000000 -7.000000 7160.000000 0.033710
0.000000 -7.000000 7170.000000 0.027605
0.000000 -7.000000 7180.000000 0.044780
0.000000 -7.000000 7190.000000 0.036872
0.000000 -7.000000 7200.000000 0.020364
0.000000 -7.000000 7210.000000 0.022217
0.000000 -7.000000 7220.000000 0.018633
0.000000 -7.000000 7230.000000 0.018335
0.000000 -7.000000 7240.000000 0.020589
0.000000 -7.000000 7250.000000 0.017650
0.000000 -7.000000 7260.000000 0.014141
0.000000 -7.000000 7270.000000 0.022945
0.000000 -7.000000 7280.000000 0.027872
0.000000 -7.000000 7290.000000 0.016279
0.000000 -7.000000 7300.000000 0.014898
0.000000 -7.000000 7310.000000 -0.004259
0.000000 -7.000000 7320.000000 -0.010455
0.000000 -7.000000 7330.000000 -0.015900
0.000000 -7.000000 7340.000000 -0.022801
0.000000 -7.000000 7350.000000 -0.030316
0.000000 -7.000000 7360.000000 -0.030553
0.000000 -7.000000 7370.000000 -0.014505
0.000000 -7.000000 7380.000000 -0.014509
0.000000 -7.000000 7390.000000 -0.015008
0.000000 -7.000000 7400.000000 -0.005414
0.000000 -7.000000 7410.000000 -0.021066
0.000000 -7.000000 7420.000000 -0.023991
0.000000 -7.000000 7430.000000 -0.036340
0.000000 -7.000000 7440.000000 -0.041873
0.000000 -7.000000 7450.000000 -0.053605
0.000000 -7.000000 7460.000000 -0.068836
0.000000 -7.000000 7470.000000 -0.079938
0.000000 -7.000000 7480.000000 -0.068624
0.000000 -7.000000 7490.000000 -0.054331
0.000000 -7.000000 7500.000000 -0.071390
0.000000 -7.000000 7510.000000 -0.059191
0.000000 -7.000000 7520.000000 -0.059649
0.000000 -7.000000 7530.000000 -0.051850
0.000000 -7.000000 7540.000000 -0.076615
0.000000 -7.000000 7550.000000 -0.040386
0.000000 -7.000000 7560.000000 -0.049866
0.000000 -7.000000 7570.000000 -0.066398
0.000000 -7.000000 7580.000000 -0.056786
0.000000 -7.000000 7590.000000 -0.037783
0.000000 -7.000000 7600.000000 -0.058856
0.000000 -7.000000 7610.000000 -0.036097
0.000000 -7.000000 7620.000000 -0.051975
0.000000 -7.000000 7630.000000 -0.068191
0.000000 -7.000000 7640.000000 -0.077195
0.000000 -7.000000 7650.000000 -0.065750
0.000000 -7.000000 7660.000000 -0.070331
0.000000 -7.000000 7670.000000 -0.093876
0.000000 -7.000000 7680.000000 -0.079395
0.000000 -7.000000 7690.000000 -0.084686
0.000000 -7.000000 7700.000000 -0.075504
0.000000 -7.000000 7710.000000 -0.065351
0.000000 -7.000000 7720.000000 -0.051812
0.000000 -7.000000 7730.000000 -0.080374
0.000000 -7.000000 7740.000000 -0.058033
0.000000 -7.000000 7750.000000 -0.060561
0.000000 -7.000000 7760.000000 -0.064677
0.000000 -7.000000 7770.000000 -0.062984
0.000000 -7.000000 7780.000000 -0.067497
0.000000 -7.000000 7790.000000 -0.082803
0.000000 -7.000000 7800.000000 -0.076334
0.000000 -7.000000 7810.000000 -0.051637
0.000000 -7.000000 7820.000000 -0.074604
0.000000 -7.000000 7830.000000 -0.087371
0.000000 -7.000000 7840.000000 -0.120714
0.000000 -7.000000 7850.000000 -0.107249
0.000000 -7.000000 7860.000000 -0.097348
0.000000 -7.000000 7870.000000 -0.108284
0.000000 -7.000000 7880.000000 -0.122656
0.000000 -7.000000 7890.000000 -0.118804
0.000000 -7.000000 7900.000000 -0.115916
0.000000 -7.000000 7910.000000 -0.110224
0.000000 -7.000000 7920.000000 -0.123580
0.000000 -7.000000 7930.000000 -0.114370
0.000000 -7.000000 7940.000000 -0.122692
0.000000 -7.000000 7950.000000 -0.120093
0.000000 -7.000000 7960.000000 -0.118342
0.000000 -7.000000 7970.000000 -0.130545
0.000000 -7.000000 7980.000000 -0.133288
0.000000 -7.000000 7990.000000 -0.140426
0.000000 -7.000000 8000.000000 -0.149301
0.000000 -7.000000 8010.000000 -0.143375
0.000000 -7.000000 8020.000000 -0.123457
0.000000 -7.000000 8030.000000 -0.110536
0.000000 -7.000000 8040.000000 -0.090084
0.000000 -7.000000 8050.000000 -0.095419
0.000000 -7.000000 8060.000000 -0.107219
0.000000 -7.000000 8070.000000 -0.131664
0.000000 -7.000000 8080.000000 -0.106474
0.000000 -7.000000 8090.000000 -0.117708
0.000000 -7.000000 8100.000000 -0.100187
0.000000 -7.000000 8110.000000 -0.113262
0.000000 -7.000000 8120.000000 -0.111623
0.000000 -7.000000 8130.000000 -0.071425
0.000000 -7.000000 8140.000000 -0.103729
0.000000 -7.000000 8150.000000 -0.134482
0.000000 -7.000000 8160.000000 -0.128433
0.000000 -7.000000 8170.000000 -0.147267
0.000000 -7.000000 8180.000000 -0.127003
0.000000 -7.000000 8190.000000 -0.133899
0.000000 -7.000000 8200.000000 -0.152870
0.000000 -7.000000 8210.000000 -0.158960
0.000000 -7.000000 8220.000000 -0.177988
0.000000 -7.000000 8230.000000 -0.162253
0.000000 -7.000000 8240.000000 -0.137597
0.000000 -7.000000 8250.000000 -0.139982
0.000000 -7.000000 8260.000000 -0.130792
0.000000 -7.000000 8270.000000 -0.176569
0.000000 -7.000000 8280.000000 -0.132337
0.000000 -7.000000 8290.000000 -0.110513
0.000000 -7.000000 8300.000000 -0.124344
0.000000 -7.000000 8310.000000 -0.109392
0.000000 -7.000000 8320.000000 -0.097687
0.000000 -7.000000 8330.000000 -0.107825
0.000000 -7.000000 8340.000000 -0.124931
0.000000 -7.000000 8350.000000 -0.106944
0.000000 -7.000000 8360.000000 -0.096899
0.000000 -7.000000 8370.000000 -0.089386
0.000000 -7.000000 8380.000000 -0.082078
0.000000 -7.000000 8390.000000 -0.064310
0.000000 -7.000000 8400.000000 -0.044787
0.000000 -7.000000 8410.000000 -0.057202
0.000000 -7.000000 8420.000000 -0.065603
0.000000 -7.000000 8430.000000 -0.046857
0.000000 -7.000000 8440.000000 -0.037484
0.000000 -7.000000 8450.000000 -0.042187
0.000000 -7.000000 8460.000000 -0.046455
0.000000 -7.000000 8470.000000 -0.030563
0.000000 -7.000000 8480.000000 -0.047066
0.000000 -7.000000 8490.000000 -0.058485
0.000000 -7.000000 8500.000000 -0.028424
0.000000 -7.000000 8510.000000 -0.025356
0.000000 -7.000000 8520.000000 -0.041943
0.000000 -7.000000 8530.000000 -0.027176
0.000000 -7.000000 8540.000000 -0.029820
0.000000 -7.000000 8550.000000 -0.025355
0.000000 -7.000000 8560.000000 -0.033177
0.000000 -7.000000 8570.000000 -0.017310
0.000000 -7.000000 8580.000000 -0.036118
0.000000 -7.000000 8590.000000 -0.050634
0.000000 -7.000000 8600.000000 -0.029696
0.000000 -7.000000 8610.000000 -0.041236
0.000000 -7.000000 8620.000000 -0.039338
0.000000 -7.000000 8630.000000 -0.048281
0.000000 -7.000000 8640.000000 -0.041184
0.000000 -7.000000 8650.000000 0.000729
0.000000 -7.000000 8660.000000 -0.023487
0.000000 -7.000000 8670.000000 -0.020282
0.000000 -7.000000 8680.000000 -0.061882
0.000000 -7.000000 8690.000000 -0.029389
0.000000 -7.000000 8700.000000 -0.047317
0.000000 -7.000000 8710.000000 -0.020643
0.000000 -7.000000 8720.000000 0.000325
0.000000 -7.000000 8730.000000 -0.020941
0.000000 -7.000000 8740.000000 -0.051380
0.000000 -7.000000 8750.000000 -0.072928
0.000000 -7.000000 8760.000000 -0.020015
0.000000 -7.000000 8770.000000 -0.021358
0.000000 -7.000000 8780.000000 -0.013205
0.000000 -7.000000 8790.000000 -0.027644
0.000000 -7.000000 8800.000000 -0.055875
0.000000 -7.000000 8810.000000 -0.026827
0.000000 -7.000000 8820.000000 -0.056229
0.000000 -7.000000 8830.000000 -0.060744
0.000000 -7.000000 8840.000000 -0.062972
0.000000 -7.000000 8850.000000 -0.081260
0.000000 -7.000000 8860.000000 -0.092268
0.000000 -7.000000 8870.000000 -0.067425
0.000000 -7.000000 8880.000000 -0.082935
0.000000 -7.000000 8890.000000 -0.086670
0.000000 -7.000000 8900.000000 -0.058789
0.000000 -7.000000 8910.000000 -0.052735
0.000000 -7.000000 8920.000000 -0.063124
0.000000 -7.000000 8930.000000 -0.061842
0.000000 -7.000000 8940.000000 -0.070047
0.000000 -7.000000 8950.000000 -0.063252
0.000000 -7.000000 8960.000000 -0.028963
0.000000 -7.000000 8970.000000 -0.036029
0.000000 -7.000000 8980.000000 -0.034485
0.000000 -7.000000 8990.000000 -0.041965
0.000000 -7.000000 9000.000000 -0.055538
0.000000 -6.000000 3500.000000 -0.141747
0.000000 -6.000000 3510.000000 -0.152480
0.000000 -6.000000 3520.000000 -0.144212
0.000000 -6.000000 3530.000000 -0.150060
0.000000 -6.000000 3540.000000 -0.142213
0.000000 -6.000000 3550.000000 -0.156041
0.000000 -6.000000 3560.000000 -0.159182
0.000000 -6.000000 3570.000000 -0.185411
0.000000 -6.000000 3580.000000 -0.241141
0.000000 -6.000000 3590.000000 -0.237375
0.000000 -6.000000 3600.000000 -0.248837
0.000000 -6.000000 3610.000000 -0.204843
0.000000 -6.000000 3620.000000 -0.264529
0.000000 -6.000000 3630.000000 -0.244754
0.000000 -6.000000 3640.000000 -0.271011
0.000000 -6.000000 3650.000000 -0.273598
0.000000 -6.000000 3660.000000 -0.233863
0.000000 -6.000000 3670.000000 -0.186257
0.000000 -6.000000 3680.000000 -0.077133
0.000000 -6.000000 3690.000000 -0.024550
0.000000 -6.000000 3700.000000 -0.048687
0.000000 -6.000000 3710.000000 -0.115507
0.000000 -6.000000 3720.000000 -0.149549
0.000000 -6.000000 3730.000000 -0.150948
0.000000 -6.000000 3740.000000 -0.185169
0.000000 -6.000000 3750.000000 -0.213064
0.000000 -6.000000 3760.000000 -0.225050
0.000000 -6.000000 3770.000000 -0.229628
0.000000 -6.000000 3780.000000 -0.220355
0.000000 -6.000000 3790.000000 -0.229157
0.000000 -6.000000 3800.000000 -0.208470
0.000000 -6.000000 3810.000000 -0.202916
0.000000 -6.000000 3820.000000 -0.189372
0.000000 -6.000000 3830.000000 -0.163870
0.000000 -6.000000 3840.000000 -0.135801
0.000000 -6.000000 3850.000000 -0.091582
0.000000 -6.000000 3860.000000 -0.064066
0.000000 -6.000000 3870.000000 -0.046269
0.000000 -6.000000 3880.000000 -0.031898
0.000000 -6.000000 3890.000000 -0.021264
0.000000 -6.000000 3900.000000 -0.025934
0.000000 -6.000000 3910.000000 -0.016276
0.000000 -6.000000 3920.000000 -0.005021
0.000000 -6.000000 3930.000000 -0.001465
0.000000 -6.000000 3940.000000 0.002392
0.000000 -6.000000 3950.000000 -0.004486
0.000000 -6.000000 3960.000000 -0.012214
0.000000 -6.000000 3970.000000 -0.023759
0.000000 -6.000000 3980.000000 -0.011542
0.000000 -6.000000 3990.000000 -0.004064
0.000000 -6.000000 4000.000000 0.005347
0.000000 -6.000000 4010.000000 -0.001177
0.000000 -6.000000 4020.000000 0.010549
0.000000 -6.000000 4030.000000 0.024263
0.000000 -6.000000 4040.000000 0.030880
0.000000 -6.000000 4050.000000 0.035928
0.000000 -6.000000 4060.000000 0.039827
0.000000 -6.000000 4070.000000 0.052002
0.000000 -6.000000 4080.000000 0.061205
0.000000 -6.000000 4090.000000 0.052578
0.000000 -6.000000 4100.000000 0.046242
0.000000 -6.000000 4110.000000 0.041951
0.000000 -6.000000 4120.000000 0.044676
0.000000 -6.000000 4130.000000 0.057600
0.000000 -6.000000 4140.000000 0.071821
0.000000 -6.000000 4150.000000 0.090685
0.000000 -6.000000 4160.000000 0.113785
0.000000 -6.000000 4170.000000 0.118961
0.000000 -6.000000 4180.000000 0.118024
0.000000 -6.000000 4190.000000 0.119278
