# hostmass phase wavelength flux
0.000000 16.000000 8300.000000 -0.136185
0.000000 16.000000 8310.000000 -0.192217
0.000000 16.000000 8320.000000 -0.222669
0.000000 16.000000 8330.000000 -0.219941
0.000000 16.000000 8340.000000 -0.253059
0.000000 16.000000 8350.000000 -0.243397
0.000000 16.000000 8360.000000 -0.246912
0.000000 16.000000 8370.000000 -0.235744
0.000000 16.000000 8380.000000 -0.297243
0.000000 16.000000 8390.000000 -0.248283
0.000000 16.000000 8400.000000 -0.249199
0.000000 16.000000 8410.000000 -0.225962
0.000000 16.000000 8420.000000 -0.170545
0.000000 16.000000 8430.000000 -0.234177
0.000000 16.000000 8440.000000 -0.185200
0.000000 16.000000 8450.000000 -0.173695
0.000000 16.000000 8460.000000 -0.145508
0.000000 16.000000 8470.000000 -0.114874
0.000000 16.000000 8480.000000 -0.122244
0.000000 16.000000 8490.000000 -0.093573
0.000000 16.000000 8500.000000 -0.126997
0.000000 16.000000 8510.000000 -0.100325
0.000000 16.000000 8520.000000 -0.120204
0.000000 16.000000 8530.000000 -0.102997
0.000000 16.000000 8540.000000 -0.147301
0.000000 16.000000 8550.000000 -0.168139
0.000000 16.000000 8560.000000 -0.147479
0.000000 16.000000 8570.000000 -0.113021
0.000000 16.000000 8580.000000 -0.113209
0.000000 16.000000 8590.000000 -0.133817
0.000000 16.000000 8600.000000 -0.141267
0.000000 16.000000 8610.000000 -0.164663
0.000000 16.000000 8620.000000 -0.121940
0.000000 16.000000 8630.000000 -0.103847
0.000000 16.000000 8640.000000 -0.123736
0.000000 16.000000 8650.000000 -0.128796
0.000000 16.000000 8660.000000 -0.176776
0.000000 16.000000 8670.000000 -0.115623
0.000000 16.000000 8680.000000 -0.107971
0.000000 16.000000 8690.000000 -0.130216
0.000000 16.000000 8700.000000 -0.129542
0.000000 16.000000 8710.000000 -0.139453
0.000000 16.000000 8720.000000 -0.161500
0.000000 16.000000 8730.000000 -0.185689
0.000000 16.000000 8740.000000 -0.211449
0.000000 16.000000 8750.000000 -0.215694
0.000000 16.000000 8760.000000 -0.201245
0.000000 16.000000 8770.000000 -0.226019
0.000000 16.000000 8780.000000 -0.207009
0.000000 16.000000 8790.000000 -0.191741
0.000000 16.000000 8800.000000 -0.218937
0.000000 16.000000 8810.000000 -0.230284
0.000000 16.000000 8820.000000 -0.209434
0.000000 16.000000 8830.000000 -0.241771
0.000000 16.000000 8840.000000 -0.256951
0.000000 16.000000 8850.000000 -0.266406
0.000000 16.000000 8860.000000 -0.263181
0.000000 16.000000 8870.000000 -0.283702
0.000000 16.000000 8880.000000 -0.252385
0.000000 16.000000 8890.000000 -0.241168
0.000000 16.000000 8900.000000 -0.280280
0.000000 16.000000 8910.000000 -0.277705
0.000000 16.000000 8920.000000 -0.285374
0.000000 16.000000 8930.000000 -0.313768
0.000000 16.000000 8940.000000 -0.244615
0.000000 16.000000 8950.000000 -0.266787
0.000000 16.000000 8960.000000 -0.229918
0.000000 16.000000 8970.000000 -0.222417
0.000000 16.000000 8980.000000 -0.238969
0.000000 16.000000 8990.000000 -0.258156
0.000000 16.000000 9000.000000 -0.193606
0.000000 17.000000 3500.000000 0.132620
0.000000 17.000000 3510.000000 0.002412
0.000000 17.000000 3520.000000 0.057670
0.000000 17.000000 3530.000000 -0.008736
0.000000 17.000000 3540.000000 -0.115677
0.000000 17.000000 3550.000000 -0.086988
0.000000 17.000000 3560.000000 -0.153511
0.000000 17.000000 3570.000000 -0.115089
0.000000 17.000000 3580.000000 -0.049068
0.000000 17.000000 3590.000000 -0.025998
0.000000 17.000000 3600.000000 -0.092304
0.000000 17.000000 3610.000000 -0.106992
0.000000 17.000000 3620.000000 -0.083916
0.000000 17.000000 3630.000000 -0.037667
0.000000 17.000000 3640.000000 -0.056315
0.000000 17.000000 3650.000000 0.064492
0.000000 17.000000 3660.000000 0.119220
0.000000 17.000000 3670.000000 0.173703
0.000000 17.000000 3680.000000 0.234701
0.000000 17.000000 3690.000000 0.233464
0.000000 17.000000 3700.000000 0.232818
0.000000 17.000000 3710.000000 0.203383
0.000000 17.000000 3720.000000 0.137959
0.000000 17.000000 3730.000000 0.254356
0.000000 17.000000 3740.000000 0.212613
0.000000 17.000000 3750.000000 0.242203
0.000000 17.000000 3760.000000 0.138991
0.000000 17.000000 3770.000000 0.155346
0.000000 17.000000 3780.000000 0.183437
0.000000 17.000000 3790.000000 0.153874
0.000000 17.000000 3800.000000 0.167408
0.000000 17.000000 3810.000000 0.164309
0.000000 17.000000 3820.000000 0.196384
0.000000 17.000000 3830.000000 0.136486
0.000000 17.000000 3840.000000 0.090857
0.000000 17.000000 3850.000000 0.084952
0.000000 17.000000 3860.000000 0.089880
0.000000 17.000000 3870.000000 0.091245
0.000000 17.000000 3880.000000 0.068876
0.000000 17.000000 3890.000000 0.076275
0.000000 17.000000 3900.000000 0.074022
0.000000 17.000000 3910.000000 0.058483
0.000000 17.000000 3920.000000 0.050959
0.000000 17.000000 3930.000000 0.040820
0.000000 17.000000 3940.000000 0.052894
0.000000 17.000000 3950.000000 0.102745
0.000000 17.000000 3960.000000 0.051047
0.000000 17.000000 3970.000000 -0.015912
0.000000 17.000000 3980.000000 0.019125
0.000000 17.000000 3990.000000 -0.005678
0.000000 17.000000 4000.000000 0.019755
0.000000 17.000000 4010.000000 0.015195
0.000000 17.000000 4020.000000 0.021689
0.000000 17.000000 4030.000000 0.034244
0.000000 17.000000 4040.000000 0.044935
0.000000 17.000000 4050.000000 0.060216
0.000000 17.000000 4060.000000 0.061600
0.000000 17.000000 4070.000000 0.058742
0.000000 17.000000 4080.000000 0.029184
0.000000 17.000000 4090.000000 0.048009
0.000000 17.000000 4100.000000 0.004524
0.000000 17.000000 4110.000000 0.048401
0.000000 17.000000 4120.000000 0.052943
0.000000 17.000000 4130.000000 0.034280
0.000000 17.000000 4140.000000 0.069695
0.000000 17.000000 4150.000000 0.047250
0.000000 17.000000 4160.000000 0.075867
0.000000 17.000000 4170.000000 0.088773
0.000000 17.000000 4180.000000 0.050501
0.000000 17.000000 4190.000000 0.048086
0.000000 17.000000 4200.000000 0.030931
0.000000 17.000000 4210.000000 0.034730
0.000000 17.000000 4220.000000 0.030968
0.000000 17.000000 4230.000000 0.042912
0.000000 17.000000 4240.000000 0.054106
0.000000 17.000000 4250.000000 0.072674
0.000000 17.000000 4260.000000 0.089016
0.000000 17.000000 4270.000000 0.068924
0.000000 17.000000 4280.000000 0.112035
0.000000 17.000000 4290.000000 0.102086
0.000000 17.000000 4300.000000 0.106313
0.000000 17.000000 4310.000000 0.101173
0.000000 17.000000 4320.000000 0.075531
0.000000 17.000000 4330.000000 0.061342
0.000000 17.000000 4340.000000 0.026897
0.000000 17.000000 4350.000000 0.031731
0.000000 17.000000 4360.000000 0.023341
0.000000 17.000000 4370.000000 0.035231
0.000000 17.000000 4380.000000 0.059804
0.000000 17.000000 4390.000000 0.076235
0.000000 17.000000 4400.000000 0.075490
0.000000 17.000000 4410.000000 0.085215
0.000000 17.000000 4420.000000 0.100917
0.000000 17.000000 4430.000000 0.125393
0.000000 17.000000 4440.000000 0.155657
0.000000 17.000000 4450.000000 0.144485
0.000000 17.000000 4460.000000 0.108230
0.000000 17.000000 4470.000000 0.127692
0.000000 17.000000 4480.000000 0.126752
0.000000 17.000000 4490.000000 0.121353
0.000000 17.000000 4500.000000 0.099253
0.000000 17.000000 4510.000000 0.096331
0.000000 17.000000 4520.000000 0.095803
0.000000 17.000000 4530.000000 0.088407
0.000000 17.000000 4540.000000 0.099149
0.000000 17.000000 4550.000000 0.090827
0.000000 17.000000 4560.000000 0.091017
0.000000 17.000000 4570.000000 0.082756
0.000000 17.000000 4580.000000 0.070076
0.000000 17.000000 4590.000000 0.072461
0.000000 17.000000 4600.000000 0.060604
0.000000 17.000000 4610.000000 0.057055
0.000000 17.000000 4620.000000 0.057614
0.000000 17.000000 4630.000000 0.032006
0.000000 17.000000 4640.000000 0.018234
0.000000 17.000000 4650.000000 -0.019774
0.000000 17.000000 4660.000000 -0.021728
0.000000 17.000000 4670.000000 -0.032476
0.000000 17.000000 4680.000000 -0.023624
0.000000 17.000000 4690.000000 0.001165
0.000000 17.000000 4700.000000 0.018412
0.000000 17.000000 4710.000000 0.033391
0.000000 17.000000 4720.000000 0.065448
0.000000 17.000000 4730.000000 0.062591
0.000000 17.000000 4740.000000 0.094666
0.000000 17.000000 4750.000000 0.082935
0.000000 17.000000 4760.000000 0.094874
0.000000 17.000000 4770.000000 0.097886
0.000000 17.000000 4780.000000 0.125794
0.000000 17.000000 4790.000000 0.111462
0.000000 17.000000 4800.000000 0.119137
0.000000 17.000000 4810.000000 0.115532
0.000000 17.000000 4820.000000 0.105065
0.000000 17.000000 4830.000000 0.103726
0.000000 17.000000 4840.000000 0.075156
0.000000 17.000000 4850.000000 0.067814
0.000000 17.000000 4860.000000 0.090524
0.000000 17.000000 4870.000000 0.081806
0.000000 17.000000 4880.000000 0.081363
0.000000 17.000000 4890.000000 0.080630
0.000000 17.000000 4900.000000 0.094558
0.000000 17.000000 4910.000000 0.090327
0.000000 17.000000 4920.000000 0.073764
0.000000 17.000000 4930.000000 0.047499
0.000000 17.000000 4940.000000 0.035975
0.000000 17.000000 4950.000000 0.033598
0.000000 17.000000 4960.000000 0.012303
0.000000 17.000000 4970.000000 0.007242
0.000000 17.000000 4980.000000 -0.007247
0.000000 17.000000 4990.000000 0.003002
0.000000 17.000000 5000.000000 -0.010419
0.000000 17.000000 5010.000000 0.020706
0.000000 17.000000 5020.000000 0.029653
0.000000 17.000000 5030.000000 0.040697
0.000000 17.000000 5040.000000 0.038115
0.000000 17.000000 5050.000000 0.063271
0.000000 17.000000 5060.000000 0.073430
0.000000 17.000000 5070.000000 0.075106
0.000000 17.000000 5080.000000 0.089692
0.000000 17.000000 5090.000000 0.072819
0.000000 17.000000 5100.000000 0.084931
0.000000 17.000000 5110.000000 0.111452
0.000000 17.000000 5120.000000 0.116541
0.000000 17.000000 5130.000000 0.106822
0.000000 17.000000 5140.000000 0.120210
0.000000 17.000000 5150.000000 0.130385
0.000000 17.000000 5160.000000 0.130031
0.000000 17.000000 5170.000000 0.120571
0.000000 17.000000 5180.000000 0.144765
0.000000 17.000000 5190.000000 0.150320
0.000000 17.000000 5200.000000 0.163349
0.000000 17.000000 5210.000000 0.159445
0.000000 17.000000 5220.000000 0.138497
0.000000 17.000000 5230.000000 0.137846
0.000000 17.000000 5240.000000 0.129749
0.000000 17.000000 5250.000000 0.122958
0.000000 17.000000 5260.000000 0.112416
0.000000 17.000000 5270.000000 0.112959
0.000000 17.000000 5280.000000 0.112353
0.000000 17.000000 5290.000000 0.101810
0.000000 17.000000 5300.000000 0.098174
0.000000 17.000000 5310.000000 0.089293
0.000000 17.000000 5320.000000 0.066454
0.000000 17.000000 5330.000000 0.059616
0.000000 17.000000 5340.000000 0.056459
0.000000 17.000000 5350.000000 0.050821
0.000000 17.000000 5360.000000 0.048826
0.000000 17.000000 5370.000000 0.045910
0.000000 17.000000 5380.000000 0.045391
0.000000 17.000000 5390.000000 0.047640
0.000000 17.000000 5400.000000 0.050179
0.000000 17.000000 5410.000000 0.038982
0.000000 17.000000 5420.000000 0.036617
0.000000 17.000000 5430.000000 0.035216
0.000000 17.000000 5440.000000 0.043557
0.000000 17.000000 5450.000000 0.014528
0.000000 17.000000 5460.000000 0.027379
0.000000 17.000000 5470.000000 0.012723
0.000000 17.000000 5480.000000 0.004662
0.000000 17.000000 5490.000000 0.005747
0.000000 17.000000 5500.000000 -0.007704
0.000000 17.000000 5510.000000 -0.045839
0.000000 17.000000 5520.000000 -0.035792
0.000000 17.000000 5530.000000 -0.037616
0.000000 17.000000 5540.000000 -0.046143
0.000000 17.000000 5550.000000 -0.032822
0.000000 17.000000 5560.000000 -0.044610
0.000000 17.000000 5570.000000 -0.041144
0.000000 17.000000 5580.000000 -0.040998
0.000000 17.000000 5590.000000 -0.041051
0.000000 17.000000 5600.000000 -0.032596
0.000000 17.000000 5610.000000 -0.037634
0.000000 17.000000 5620.000000 -0.034589
0.000000 17.000000 5630.000000 -0.036730
0.000000 17.000000 5640.000000 -0.017686
0.000000 17.000000 5650.000000 -0.019085
0.000000 17.000000 5660.000000 -0.013995
0.000000 17.000000 5670.000000 -0.004613
0.000000 17.000000 5680.000000 -0.012558
0.000000 17.000000 5690.000000 -0.030496
0.000000 17.000000 5700.000000 -0.015439
0.000000 17.000000 5710.000000 -0.015427
0.000000 17.000000 5720.000000 -0.003638
0.000000 17.000000 5730.000000 0.004740
0.000000 17.000000 5740.000000 -0.009535
0.000000 17.000000 5750.000000 0.012544
0.000000 17.000000 5760.000000 0.017988
0.000000 17.000000 5770.000000 0.037880
0.000000 17.000000 5780.000000 0.041684
0.000000 17.000000 5790.000000 0.057392
0.000000 17.000000 5800.000000 0.061183
0.000000 17.000000 5810.000000 0.054491
0.000000 17.000000 5820.000000 0.080984
0.000000 17.000000 5830.000000 0.079795
0.000000 17.000000 5840.000000 0.076099
0.000000 17.000000 5850.000000 0.077205
0.000000 17.000000 5860.000000 0.077638
0.000000 17.000000 5870.000000 0.069524
0.000000 17.000000 5880.000000 0.075177
0.000000 17.000000 5890.000000 0.021033
0.000000 17.000000 5900.000000 0.051397
0.000000 17.000000 5910.000000 0.055488
0.000000 17.000000 5920.000000 0.039658
0.000000 17.000000 5930.000000 0.034429
0.000000 17.000000 5940.000000 0.027030
0.000000 17.000000 5950.000000 0.016843
0.000000 17.000000 5960.000000 0.028135
0.000000 17.000000 5970.000000 0.020373
0.000000 17.000000 5980.000000 0.044173
0.000000 17.000000 5990.000000 0.039982
0.000000 17.000000 6000.000000 0.045684
0.000000 17.000000 6010.000000 0.035738
0.000000 17.000000 6020.000000 0.036589
0.000000 17.000000 6030.000000 0.032673
0.000000 17.000000 6040.000000 0.014272
0.000000 17.000000 6050.000000 0.002841
0.000000 17.000000 6060.000000 0.006215
0.000000 17.000000 6070.000000 -0.003185
0.000000 17.000000 6080.000000 -0.009272
0.000000 17.000000 6090.000000 -0.001647
0.000000 17.000000 6100.000000 -0.025817
0.000000 17.000000 6110.000000 -0.007721
0.000000 17.000000 6120.000000 -0.007825
0.000000 17.000000 6130.000000 0.013253
0.000000 17.000000 6140.000000 0.019537
0.000000 17.000000 6150.000000 0.027248
0.000000 17.000000 6160.000000 0.024924
0.000000 17.000000 6170.000000 0.058797
0.000000 17.000000 6180.000000 0.074880
0.000000 17.000000 6190.000000 0.094655
0.000000 17.000000 6200.000000 0.098754
0.000000 17.000000 6210.000000 0.091900
0.000000 17.000000 6220.000000 0.093693
0.000000 17.000000 6230.000000 0.077085
0.000000 17.000000 6240.000000 0.081807
0.000000 17.000000 6250.000000 0.061490
0.000000 17.000000 6260.000000 0.059436
0.000000 17.000000 6270.000000 0.056820
0.000000 17.000000 6280.000000 0.043299
0.000000 17.000000 6290.000000 0.037630
0.000000 17.000000 6300.000000 0.027261
0.000000 17.000000 6310.000000 0.016182
0.000000 17.000000 6320.000000 0.006960
0.000000 17.000000 6330.000000 0.014761
0.000000 17.000000 6340.000000 0.005645
0.000000 17.000000 6350.000000 -0.007029
0.000000 17.000000 6360.000000 0.003850
0.000000 17.000000 6370.000000 -0.002163
0.000000 17.000000 6380.000000 -0.001420
0.000000 17.000000 6390.000000 -0.012027
0.000000 17.000000 6400.000000 -0.012582
0.000000 17.000000 6410.000000 -0.016935
0.000000 17.000000 6420.000000 -0.010405
0.000000 17.000000 6430.000000 -0.010243
0.000000 17.000000 6440.000000 0.005071
0.000000 17.000000 6450.000000 0.002961
0.000000 17.000000 6460.000000 -0.000225
0.000000 17.000000 6470.000000 0.001265
0.000000 17.000000 6480.000000 0.004538
0.000000 17.000000 6490.000000 -0.001995
0.000000 17.000000 6500.000000 -0.004781
0.000000 17.000000 6510.000000 -0.007704
0.000000 17.000000 6520.000000 -0.008908
0.000000 17.000000 6530.000000 -0.023390
0.000000 17.000000 6540.000000 -0.022729
0.000000 17.000000 6550.000000 -0.019703
0.000000 17.000000 6560.000000 -0.048170
0.000000 17.000000 6570.000000 -0.054914
0.000000 17.000000 6580.000000 -0.049271
0.000000 17.000000 6590.000000 -0.048265
0.000000 17.000000 6600.000000 -0.068346
0.000000 17.000000 6610.000000 -0.062377
0.000000 17.000000 6620.000000 -0.056961
0.000000 17.000000 6630.000000 -0.061818
0.000000 17.000000 6640.000000 -0.059247
0.000000 17.000000 6650.000000 -0.057444
0.000000 17.000000 6660.000000 -0.063655
0.000000 17.000000 6670.000000 -0.067913
0.000000 17.000000 6680.000000 -0.077921
0.000000 17.000000 6690.000000 -0.073772
0.000000 17.000000 6700.000000 -0.058717
0.000000 17.000000 6710.000000 -0.063189
0.000000 17.000000 6720.000000 -0.042650
0.000000 17.000000 6730.000000 -0.031791
0.000000 17.000000 6740.000000 -0.045289
0.000000 17.000000 6750.000000 -0.028146
0.000000 17.000000 6760.000000 -0.028074
0.000000 17.000000 6770.000000 -0.026922
0.000000 17.000000 6780.000000 -0.017126
0.000000 17.000000 6790.000000 -0.032552
0.000000 17.000000 6800.000000 -0.003408
0.000000 17.000000 6810.000000 0.004856
0.000000 17.000000 6820.000000 -0.004827
0.000000 17.000000 6830.000000 0.005831
0.000000 17.000000 6840.000000 -0.002883
0.000000 17.000000 6850.000000 0.011337
0.000000 17.000000 6860.000000 -0.006411
0.000000 17.000000 6870.000000 -0.012997
0.000000 17.000000 6880.000000 -0.013834
0.000000 17.000000 6890.000000 0.000483
0.000000 17.000000 6900.000000 0.016678
0.000000 17.000000 6910.000000 -0.004083
0.000000 17.000000 6920.000000 -0.001154
0.000000 17.000000 6930.000000 -0.028496
0.000000 17.000000 6940.000000 -0.023054
0.000000 17.000000 6950.000000 -0.036292
0.000000 17.000000 6960.000000 -0.022798
0.000000 17.000000 6970.000000 -0.041665
0.000000 17.000000 6980.000000 -0.047336
0.000000 17.000000 6990.000000 -0.050026
0.000000 17.000000 7000.000000 -0.050821
0.000000 17.000000 7010.000000 -0.032201
0.000000 17.000000 7020.000000 -0.062616
0.000000 17.000000 7030.000000 -0.040099
0.000000 17.000000 7040.000000 -0.025120
0.000000 17.000000 7050.000000 -0.038795
0.000000 17.000000 7060.000000 -0.052376
0.000000 17.000000 7070.000000 -0.023913
0.000000 17.000000 7080.000000 -0.048658
0.000000 17.000000 7090.000000 -0.015186
0.000000 17.000000 7100.000000 -0.041815
0.000000 17.000000 7110.000000 -0.055860
0.000000 17.000000 7120.000000 -0.033003
0.000000 17.000000 7130.000000 -0.016185
0.000000 17.000000 7140.000000 -0.038302
0.000000 17.000000 7150.000000 -0.043134
0.000000 17.000000 7160.000000 -0.032901
0.000000 17.000000 7170.000000 -0.046938
0.000000 17.000000 7180.000000 -0.050206
0.000000 17.000000 7190.000000 -0.030249
0.000000 17.000000 7200.000000 -0.057933
0.000000 17.000000 7210.000000 -0.055261
0.000000 17.000000 7220.000000 -0.024348
0.000000 17.000000 7230.000000 -0.054860
0.000000 17.000000 7240.000000 -0.065972
0.000000 17.000000 7250.000000 -0.036857
0.000000 17.000000 7260.000000 -0.056191
0.000000 17.000000 7270.000000 -0.049455
0.000000 17.000000 7280.000000 -0.058003
0.000000 17.000000 7290.000000 -0.046426
0.000000 17.000000 7300.000000 -0.068804
0.000000 17.000000 7310.000000 -0.091609
0.000000 17.000000 7320.000000 -0.084531
0.000000 17.000000 7330.000000 -0.075408
0.000000 17.000000 7340.000000 -0.091020
0.000000 17.000000 7350.000000 -0.089917
0.000000 17.000000 7360.000000 -0.109241
0.000000 17.000000 7370.000000 -0.091824
0.000000 17.000000 7380.000000 -0.121508
0.000000 17.000000 7390.000000 -0.105081
0.000000 17.000000 7400.000000 -0.090532
0.000000 17.000000 7410.000000 -0.111866
0.000000 17.000000 7420.000000 -0.087521
0.000000 17.000000 7430.000000 -0.114539
0.000000 17.000000 7440.000000 -0.099474
0.000000 17.000000 7450.000000 -0.059214
0.000000 17.000000 7460.000000 -0.004771
0.000000 17.000000 7470.000000 -0.076688
0.000000 17.000000 7480.000000 -0.076943
0.000000 17.000000 7490.000000 -0.043912
0.000000 17.000000 7500.000000 -0.070443
0.000000 17.000000 7510.000000 -0.027624
0.000000 17.000000 7520.000000 -0.036401
0.000000 17.000000 7530.000000 -0.025350
0.000000 17.000000 7540.000000 -0.016188
0.000000 17.000000 7550.000000 -0.025051
0.000000 17.000000 7560.000000 -0.032427
0.000000 17.000000 7570.000000 -0.049152
0.000000 17.000000 7580.000000 -0.063578
0.000000 17.000000 7590.000000 -0.066300
0.000000 17.000000 7600.000000 -0.045455
0.000000 17.000000 7610.000000 -0.091344
0.000000 17.000000 7620.000000 -0.088586
0.000000 17.000000 7630.000000 -0.059939
0.000000 17.000000 7640.000000 -0.088210
0.000000 17.000000 7650.000000 -0.077188
0.000000 17.000000 7660.000000 -0.046601
0.000000 17.000000 7670.000000 -0.086191
0.000000 17.000000 7680.000000 -0.085833
0.000000 17.000000 7690.000000 -0.084356
0.000000 17.000000 7700.000000 -0.126646
0.000000 17.000000 7710.000000 -0.092150
0.000000 17.000000 7720.000000 -0.106367
0.000000 17.000000 7730.000000 -0.097960
0.000000 17.000000 7740.000000 -0.098995
0.000000 17.000000 7750.000000 -0.111027
0.000000 17.000000 7760.000000 -0.107294
0.000000 17.000000 7770.000000 -0.086113
0.000000 17.000000 7780.000000 -0.111306
0.000000 17.000000 7790.000000 -0.096590
0.000000 17.000000 7800.000000 -0.100911
0.000000 17.000000 7810.000000 -0.115411
0.000000 17.000000 7820.000000 -0.146131
0.000000 17.000000 7830.000000 -0.085571
0.000000 17.000000 7840.000000 -0.114579
0.000000 17.000000 7850.000000 -0.129345
0.000000 17.000000 7860.000000 -0.138913
0.000000 17.000000 7870.000000 -0.109859
0.000000 17.000000 7880.000000 -0.150828
0.000000 17.000000 7890.000000 -0.151578
0.000000 17.000000 7900.000000 -0.182359
0.000000 17.000000 7910.000000 -0.184325
0.000000 17.000000 7920.000000 -0.190140
0.000000 17.000000 7930.000000 -0.178936
0.000000 17.000000 7940.000000 -0.165829
0.000000 17.000000 7950.000000 -0.147233
0.000000 17.000000 7960.000000 -0.133250
0.000000 17.000000 7970.000000 -0.113526
0.000000 17.000000 7980.000000 -0.146549
0.000000 17.000000 7990.000000 -0.095380
0.000000 17.000000 8000.000000 -0.081337
0.000000 17.000000 8010.000000 -0.094043
0.000000 17.000000 8020.000000 -0.096525
0.000000 17.000000 8030.000000 -0.134057
0.000000 17.000000 8040.000000 -0.109162
0.000000 17.000000 8050.000000 -0.119952
0.000000 17.000000 8060.000000 -0.155057
0.000000 17.000000 8070.000000 -0.085318
0.000000 17.000000 8080.000000 -0.081758
0.000000 17.000000 8090.000000 -0.133605
0.000000 17.000000 8100.000000 -0.123029
0.000000 17.000000 8110.000000 -0.088888
0.000000 17.000000 8120.000000 -0.124929
0.000000 17.000000 8130.000000 -0.151171
0.000000 17.000000 8140.000000 0.004671
0.000000 17.000000 8150.000000 -0.082019
0.000000 17.000000 8160.000000 -0.091476
0.000000 17.000000 8170.000000 -0.046166
0.000000 17.000000 8180.000000 -0.125592
0.000000 17.000000 8190.000000 -0.146835
0.000000 17.000000 8200.000000 -0.197335
0.000000 17.000000 8210.000000 -0.189286
0.000000 17.000000 8220.000000 -0.168894
0.000000 17.000000 8230.000000 -0.208129
0.000000 17.000000 8240.000000 -0.135889
0.000000 17.000000 8250.000000 -0.231224
0.000000 17.000000 8260.000000 -0.196873
0.000000 17.000000 8270.000000 -0.176347
0.000000 17.000000 8280.000000 -0.189149
0.000000 17.000000 8290.000000 -0.136051
0.000000 17.000000 8300.000000 -0.057356
0.000000 17.000000 8310.000000 -0.118343
0.000000 17.000000 8320.000000 -0.098006
0.000000 17.000000 8330.000000 -0.149558
0.000000 17.000000 8340.000000 -0.185791
0.000000 17.000000 8350.000000 -0.157658
0.000000 17.000000 8360.000000 -0.139759
0.000000 17.000000 8370.000000 -0.156835
0.000000 17.000000 8380.000000 -0.232346
0.000000 17.000000 8390.000000 -0.191339
0.000000 17.000000 8400.000000 -0.191213
0.000000 17.000000 8410.000000 -0.179478
0.000000 17.000000 8420.000000 -0.143811
0.000000 17.000000 8430.000000 -0.201097
0.000000 17.000000 8440.000000 -0.158882
0.000000 17.000000 8450.000000 -0.156268
0.000000 17.000000 8460.000000 -0.138840
0.000000 17.000000 8470.000000 -0.118949
0.000000 17.000000 8480.000000 -0.127587
0.000000 17.000000 8490.000000 -0.112248
0.000000 17.000000 8500.000000 -0.143029
0.000000 17.000000 8510.000000 -0.119226
0.000000 17.000000 8520.000000 -0.134778
0.000000 17.000000 8530.000000 -0.133556
0.000000 17.000000 8540.000000 -0.173636
0.000000 17.000000 8550.000000 -0.189626
0.000000 17.000000 8560.000000 -0.165256
0.000000 17.000000 8570.000000 -0.148049
0.000000 17.000000 8580.000000 -0.145658
0.000000 17.000000 8590.000000 -0.160666
0.000000 17.000000 8600.000000 -0.166722
0.000000 17.000000 8610.000000 -0.186701
0.000000 17.000000 8620.000000 -0.156899
0.000000 17.000000 8630.000000 -0.132119
0.000000 17.000000 8640.000000 -0.147656
0.000000 17.000000 8650.000000 -0.152345
0.000000 17.000000 8660.000000 -0.201407
0.000000 17.000000 8670.000000 -0.144893
0.000000 17.000000 8680.000000 -0.139970
0.000000 17.000000 8690.000000 -0.154329
0.000000 17.000000 8700.000000 -0.159032
0.000000 17.000000 8710.000000 -0.160308
0.000000 17.000000 8720.000000 -0.196024
0.000000 17.000000 8730.000000 -0.210893
0.000000 17.000000 8740.000000 -0.232298
0.000000 17.000000 8750.000000 -0.230004
0.000000 17.000000 8760.000000 -0.223990
0.000000 17.000000 8770.000000 -0.234366
0.000000 17.000000 8780.000000 -0.216557
0.000000 17.000000 8790.000000 -0.205893
0.000000 17.000000 8800.000000 -0.241354
0.000000 17.000000 8810.000000 -0.246924
0.000000 17.000000 8820.000000 -0.223587
0.000000 17.000000 8830.000000 -0.249462
0.000000 17.000000 8840.000000 -0.259350
0.000000 17.000000 8850.000000 -0.265728
0.000000 17.000000 8860.000000 -0.264116
0.000000 17.000000 8870.000000 -0.280633
0.000000 17.000000 8880.000000 -0.261646
0.000000 17.000000 8890.000000 -0.244691
0.000000 17.000000 8900.000000 -0.266248
0.000000 17.000000 8910.000000 -0.271127
0.000000 17.000000 8920.000000 -0.268911
0.000000 17.000000 8930.000000 -0.297419
0.000000 17.000000 8940.000000 -0.247032
0.000000 17.000000 8950.000000 -0.249729
0.000000 17.000000 8960.000000 -0.224259
0.000000 17.000000 8970.000000 -0.220413
0.000000 17.000000 8980.000000 -0.226632
0.000000 17.000000 8990.000000 -0.245273
0.000000 17.000000 9000.000000 -0.209508
0.000000 18.000000 3500.000000 0.156062
0.000000 18.000000 3510.000000 0.064158
0.000000 18.000000 3520.000000 0.106949
0.000000 18.000000 3530.000000 0.063894
0.000000 18.000000 3540.000000 -0.042479
0.000000 18.000000 3550.000000 -0.003573
0.000000 18.000000 3560.000000 -0.048014
0.000000 18.000000 3570.000000 -0.037345
0.000000 18.000000 3580.000000 0.038381
0.000000 18.000000 3590.000000 0.049220
0.000000 18.000000 3600.000000 -0.002056
0.000000 18.000000 3610.000000 -0.020322
0.000000 18.000000 3620.000000 -0.006942
0.000000 18.000000 3630.000000 0.053701
0.000000 18.000000 3640.000000 0.032255
0.000000 18.000000 3650.000000 0.117119
0.000000 18.000000 3660.000000 0.168774
0.000000 18.000000 3670.000000 0.209727
0.000000 18.000000 3680.000000 0.263837
0.000000 18.000000 3690.000000 0.259695
0.000000 18.000000 3700.000000 0.251307
0.000000 18.000000 3710.000000 0.210226
0.000000 18.000000 3720.000000 0.155258
0.000000 18.000000 3730.000000 0.233391
0.000000 18.000000 3740.000000 0.201017
